,Team 1,University
0,1.0,Birmingham
1,2.0,Loughborough
2,3.0,Warwick
3,4.0,Royal Holloway
4,5.0,Swansea
5,6.0,Warwick
6,7.0,Falmouth
7,8.0,Sussex
8,9.0,Swansea
9,10.0,Reading
10,11.0,Imperial
11,12.0,Warwick
12,13.0,Teesside
13,14.0,Abertay Dundee
14,15.0,Anglia Ruskin
15,16.0,Teesside
16,17.0,Birmingham City
17,18.0,Sheffield Hallam
18,19.0,Anglia Ruskin
19,20.0,Bath Spa
20,21.0,Swansea
21,22.0,De Montfort
