,Team 1,University
0,1.0,Sheffield Hallam
1,2.0,De Montfort
2,3.0,Cardiff
3,4.0,Nottingham
4,5.0,Cardiff Met
5,6.0,Birmingham City
6,7.0,Bath Spa
7,8.0,Falmouth
8,9.0,Birmingham City
9,10.0,Birmingham City
10,11.0,Durham
11,12.0,Nottingham
12,13.0,Bath Spa
